Date,City,Location_ID,Latitude,Longitude,Daily_Vehicle_Count,Average_Speed_kmh,Avg_Congestion_Level
2025-01-01,Mumbai,TRF_MUM,19.11394222547332,72.89799767327267,13619,21.5,Low
2025-01-01,Delhi,TRF_DEL,28.72801366454495,77.07182167344124,6024,17.6,Low
2025-01-01,Bengaluru,TRF_BEN,12.982096229669162,77.59699949383187,9083,27.7,Low
2025-01-01,Chennai,TRF_CHE,13.076873899802054,80.28367663801048,9457,11.2,Severe
2025-01-01,Kolkata,TRF_KOL,22.60629041478706,88.3170527449482,1638,42.6,Low
2025-01-01,Hyderabad,TRF_HYD,17.43336474378036,78.44411005157667,10918,55.1,High
2025-01-01,Ahmedabad,TRF_AHM,23.0177310240651,72.59514267712403,5224,18.0,High
2025-01-01,Jaipur,TRF_JAI,26.905825261172854,75.76419227579271,9025,36.7,Moderate
2025-01-01,Lucknow,TRF_LUC,26.862371008554348,80.96136596044697,11823,49.1,Moderate
2025-01-01,Bhopal,TRF_BHO,23.25527746916045,77.40435850778353,2441,35.4,Moderate
2025-01-02,Mumbai,TRF_MUM,19.106355364519498,72.83644372015355,11819,16.4,Moderate
2025-01-02,Delhi,TRF_DEL,28.733076019211367,77.11947275385053,8019,30.8,Low
2025-01-02,Bengaluru,TRF_BEN,12.97627770364298,77.64372936479013,12620,52.7,Low
2025-01-02,Chennai,TRF_CHE,13.06694483389484,80.31715523692743,10021,16.3,Severe
2025-01-02,Kolkata,TRF_KOL,22.5660792747973,88.34844615739608,6370,45.6,Severe
2025-01-02,Hyderabad,TRF_HYD,17.43009272051207,78.45580610319541,6291,27.0,Moderate
2025-01-02,Ahmedabad,TRF_AHM,22.985646226070244,72.57364301202612,7781,45.8,Moderate
2025-01-02,Jaipur,TRF_JAI,26.91957573031818,75.77855485603018,11239,20.6,Severe
2025-01-02,Lucknow,TRF_LUC,26.85475333497303,80.96388575776535,2369,38.8,High
2025-01-02,Bhopal,TRF_BHO,23.245520628091985,77.43644556740931,14200,18.4,Severe
2025-01-03,Mumbai,TRF_MUM,19.0698108575934,72.92698706138327,5527,56.7,High
2025-01-03,Delhi,TRF_DEL,28.672947788535556,77.0824141594605,7008,27.0,Moderate
2025-01-03,Bengaluru,TRF_BEN,12.96460296744508,77.5821405356525,6573,14.3,High
2025-01-03,Chennai,TRF_CHE,13.057184526953186,80.23141961617605,9604,33.4,High
2025-01-03,Kolkata,TRF_KOL,22.611936683594706,88.33477025028516,9219,29.3,Low
2025-01-03,Hyderabad,TRF_HYD,17.399185833484864,78.48965121488295,13829,23.5,Moderate
2025-01-03,Ahmedabad,TRF_AHM,22.99931690108724,72.59840353335984,14505,52.2,Low
2025-01-03,Jaipur,TRF_JAI,26.92275733718541,75.8037324842641,6301,27.3,Severe
2025-01-03,Lucknow,TRF_LUC,26.819401465185397,80.92443960213163,2995,35.7,Severe
2025-01-03,Bhopal,TRF_BHO,23.226949372447724,77.36351397876433,4945,30.3,Low
2025-01-04,Mumbai,TRF_MUM,19.095625079510125,72.88278033509467,13659,54.3,Severe
2025-01-04,Delhi,TRF_DEL,28.656436166349625,77.13962398796215,11048,41.5,Severe
2025-01-04,Bengaluru,TRF_BEN,12.989401132403058,77.55022600182272,12061,43.9,Severe
2025-01-04,Chennai,TRF_CHE,13.124365212024198,80.26632749871558,10000,40.2,Moderate
2025-01-04,Kolkata,TRF_KOL,22.52323009697945,88.37606091983561,14478,24.5,Severe
2025-01-04,Hyderabad,TRF_HYD,17.393200965941208,78.47252734735868,11070,54.2,High
2025-01-04,Ahmedabad,TRF_AHM,22.990184814124735,72.55407645737755,11696,36.1,Severe
2025-01-04,Jaipur,TRF_JAI,26.88096952838458,75.79814715876208,13728,52.9,High
2025-01-04,Lucknow,TRF_LUC,26.805417251464334,80.90306097687957,6198,33.0,High
2025-01-04,Bhopal,TRF_BHO,23.30866906467858,77.36384351631048,7306,14.5,High
2025-01-05,Mumbai,TRF_MUM,19.049524711374257,72.85032760748254,12965,58.2,Low
2025-01-05,Delhi,TRF_DEL,28.704514201385766,77.09757442638615,9768,57.8,High
2025-01-05,Bengaluru,TRF_BEN,12.95274582559179,77.56879109795649,3069,54.8,Severe
2025-01-05,Chennai,TRF_CHE,13.105823803849251,80.29020013505134,9850,40.0,Low
2025-01-05,Kolkata,TRF_KOL,22.534842935770406,88.39368923979846,12067,21.8,High
2025-01-05,Hyderabad,TRF_HYD,17.342893604638483,78.51161545700883,9530,40.3,High
2025-01-05,Ahmedabad,TRF_AHM,23.04944525350131,72.57127042636921,7909,48.6,Moderate
2025-01-05,Jaipur,TRF_JAI,26.899485216990612,75.83138636603174,6563,47.7,High
2025-01-05,Lucknow,TRF_LUC,26.839904497595654,80.90737101579509,7379,50.4,Low
2025-01-05,Bhopal,TRF_BHO,23.30718099348202,77.43283488808999,4859,52.1,Moderate
2025-01-06,Mumbai,TRF_MUM,19.10289810891429,72.85886431018318,10576,30.7,Low
2025-01-06,Delhi,TRF_DEL,28.686441942061805,77.13255498653398,13946,30.5,High
2025-01-06,Bengaluru,TRF_BEN,12.953851134230275,77.6055988526718,4207,16.0,Moderate
2025-01-06,Chennai,TRF_CHE,13.039254833917486,80.28485458041409,9655,30.8,Severe
2025-01-06,Kolkata,TRF_KOL,22.529442169835924,88.36311752319386,1897,30.2,High
2025-01-06,Hyderabad,TRF_HYD,17.411522833596987,78.53421129553038,8037,31.3,Moderate
2025-01-06,Ahmedabad,TRF_AHM,23.00090436992682,72.52549292210306,4477,33.5,Low
2025-01-06,Jaipur,TRF_JAI,26.936012413986056,75.79115950775699,3476,15.4,Moderate
2025-01-06,Lucknow,TRF_LUC,26.873942696568765,80.93996078675539,13162,36.6,High
2025-01-06,Bhopal,TRF_BHO,23.231307553344152,77.45318671466835,5766,34.4,Moderate
2025-01-07,Mumbai,TRF_MUM,19.055904264699628,72.88052840984095,6896,29.9,Low
2025-01-07,Delhi,TRF_DEL,28.680228176818275,77.10252420648591,5414,57.3,Moderate
2025-01-07,Bengaluru,TRF_BEN,12.976812344628417,77.55771065906193,8598,18.6,Low
2025-01-07,Chennai,TRF_CHE,13.091647474764239,80.29931344206368,4267,19.6,High
2025-01-07,Kolkata,TRF_KOL,22.566783631097657,88.3966971974207,6877,25.2,Moderate
2025-01-07,Hyderabad,TRF_HYD,17.37254689754954,78.50815822418652,10637,53.0,High
2025-01-07,Ahmedabad,TRF_AHM,23.04317881610067,72.60434828498278,4586,57.3,Moderate
2025-01-07,Jaipur,TRF_JAI,26.871840362867143,75.80625583811381,1863,55.1,Moderate
2025-01-07,Lucknow,TRF_LUC,26.847610377482983,80.9651409481795,5127,53.0,Severe
2025-01-07,Bhopal,TRF_BHO,23.27288175440155,77.40220557999729,10876,51.3,Moderate
2025-01-08,Mumbai,TRF_MUM,19.041828486436387,72.87425117927563,6727,47.0,Low
2025-01-08,Delhi,TRF_DEL,28.65905462391405,77.12203727176598,5355,38.9,Low
2025-01-08,Bengaluru,TRF_BEN,13.003277775771757,77.58812853130779,2571,52.8,Low
2025-01-08,Chennai,TRF_CHE,13.081359273452433,80.28456894555823,5070,55.1,Moderate
2025-01-08,Kolkata,TRF_KOL,22.545317679426034,88.32901428174482,13092,15.9,Moderate
2025-01-08,Hyderabad,TRF_HYD,17.37604817305534,78.52480960628043,5505,52.3,High
2025-01-08,Ahmedabad,TRF_AHM,22.99117983996446,72.58881672383819,11149,12.0,Moderate
2025-01-08,Jaipur,TRF_JAI,26.911936536948215,75.80241063639554,6814,48.7,Moderate
2025-01-08,Lucknow,TRF_LUC,26.82938003118744,80.92604917373477,13566,56.4,High
2025-01-08,Bhopal,TRF_BHO,23.292444585942807,77.46112289153558,6201,37.9,Severe
2025-01-09,Mumbai,TRF_MUM,19.057303717840163,72.88927781429793,12091,12.0,Severe
2025-01-09,Delhi,TRF_DEL,28.691945123072408,77.07832995358446,8996,47.1,Severe
2025-01-09,Bengaluru,TRF_BEN,12.988219927142183,77.60778364934738,12608,50.4,High
2025-01-09,Chennai,TRF_CHE,13.115975103745873,80.26013126063992,3320,45.8,Moderate
2025-01-09,Kolkata,TRF_KOL,22.604758245985465,88.31797549098411,12170,11.7,Low
